# submitted_item	validated_id	current_symbol
CG13288	FBgn0035648	CG13288
CG32046	FBgn0259163	CG42268
CG32039	FBgn0052039	Svip
CG4461	FBgn0035982	CG4461
CG6024	FBgn0036202	loaf
CG14135	FBgn0036193	CG14135
CG32102	FBgn0052102	CG32102
CG7554	FBgn0041160	comm2
CG13040	FBgn0036608	CG13040
CG13039	FBgn0036609	CG13039
CG13075	FBgn0036563	CG13075
CG7730	FBgn0036689	CG7730
CG4784	FBgn0036619	Cpr72Ec
CG32208	FBgn0052208	825-Oak
CG32225	FBgn0052225	CG32225
CG11451	FBgn0037025	Spc105R
CG33284	FBgn0053284	CG33284
CG33217	FBgn0053217	CG33217
CG11100	FBgn0037207	Mes2
CG10284	FBgn0260645	CG42537
CG10284	FBgn0260766	CG42564
CG14609	FBgn0037483	CG14609
CG1288	FBgn0250845	CG1288
CG17934	FBgn0004173	Mst84Db
CG1331	FBgn0004778	Ccp84Af
CG14605	FBgn0037486	CG14605
CG17946	FBgn0004172	Mst84Da
CG31513	FBgn0051513	CG31513
CG31544	FBgn0283627	CR46300
CG1176	FBgn0011282	Obp84a
CG10113	FBgn0037502	wa-cup
CG1943	FBgn0037468	CG1943
CG32467	FBgn0267337	rn
CG8374	FBgn0278604	dmt
CG3223	FBgn0037538	CG3223
CG31147	FBgn0045443	mthl11
CG9659	FBgn0001404	egh
CG14735	FBgn0037985	ssp5
CG14907	FBgn0038455	CG14907
CG31498	FBgn0051498	CG31498
CG10349	FBgn0015350	CG10349
CG5623	FBgn0038357	CG5623
CG8927	FBgn0038405	CG8927
CG6008	FBgn0027785	NP15.6
CG5400	FBgn0000564	Eh
CG10514	FBgn0039312	CG10514
CG31436	FBgn0051436	CG31436
CG14543	FBgn0039404	CG14543
CG14259	FBgn0039483	CG14259
CG31061	FBgn0046885	Gr98d
CG5572	FBgn0085382	CG34353
CG5566	FBgn0085382	CG34353
CG18166	FBgn0029526	CR18166
CG3777	FBgn0024989	CG3777
CG31101	FBgn0051101	CG31101
CG17778	FBgn0023534	CG17778
CG9682	FBgn0039760	CG9682
CG18404	FBgn0039761	CG18404
CG3722	FBgn0003391	shg
CG11579	FBgn0000117	arm
CG17947	FBgn0010215	alpha-Cat
CG14624	FBgn0040357	CG14624
CG32802	FBgn0052802	CG32802
CG33218	FBgn0053218	lncRNA:CR33218
CG11382	FBgn0040367	CG11382
CG32805	unknown ID	-
CG14628	FBgn0040365	CG14628
CG14811	FBgn0029590	CG14811
CG14817	FBgn0026089	CG14817
CG2650	FBgn0000092	dyw
CG10798	FBgn0262656	Myc
CG12665	FBgn0030103	Obp8a
CG15369	FBgn0030105	CG15369
CG12120	FBgn0086367	t
CG15370	FBgn0030107	CG15370
CG12124	FBgn0260789	mxc
CG17438	FBgn0030116	CR17438
CG15307	FBgn0263997	CG43740
CG1738	FBgn0030291	CG1738
CG32679	FBgn0052679	CG32679
CG15220	FBgn0266421	RPA3
CG15927	FBgn0030389	CG15927
CG2560	FBgn0030394	Cpr11A
CG15758	FBgn0086674	Tpst
CG32636	FBgn0052636	lncRNA:CR32636
CG11177	FBgn0030501	BthD
CG15760	FBgn0030508	CG15760
CG15729	FBgn0264542	hwt
CG15728	FBgn0030409	CG15728
CG32637	FBgn0085440	Lgr4
CG9101	FBgn0030622	CG9101
CG13402	FBgn0030538	betaNACtes1
CG14210	FBgn0031040	CG14210
CG7358	FBgn0030974	Flacc
CG4364	FBgn0032138	CG4364
CG3223	FBgn0037538	CG3223
CG31147	FBgn0045443	mthl11
CG9659	FBgn0001404	egh
CG14735	FBgn0037985	ssp5
CG14907	FBgn0038455	CG14907
CG31498	FBgn0051498	CG31498
CG10349	FBgn0015350	CG10349
CG5623	FBgn0038357	CG5623
CG8927	FBgn0038405	CG8927
CG6008	FBgn0027785	NP15.6
CG5400	FBgn0000564	Eh
CG10514	FBgn0039312	CG10514
CG31436	FBgn0051436	CG31436
CG14543	FBgn0039404	CG14543
CG14259	FBgn0039483	CG14259
CG31061	FBgn0046885	Gr98d
CG5572	FBgn0085382	CG34353
CG5566	FBgn0085382	CG34353
CG18166	FBgn0029526	CR18166
CG3777	FBgn0024989	CG3777
CG31101	FBgn0051101	CG31101
CG17778	FBgn0023534	CG17778
CG9682	FBgn0039760	CG9682
CG18404	FBgn0039761	CG18404
CG3722	FBgn0003391	shg
CG11579	FBgn0000117	arm
CG17947	FBgn0010215	alpha-Cat
CG14624	FBgn0040357	CG14624
CG32802	FBgn0052802	CG32802
CG33218	FBgn0053218	lncRNA:CR33218
CG11382	FBgn0040367	CG11382
CG32805	unknown ID	-
CG14628	FBgn0040365	CG14628
CG14811	FBgn0029590	CG14811
CG14817	FBgn0026089	CG14817
CG2650	FBgn0000092	dyw
CG10798	FBgn0262656	Myc
CG12665	FBgn0030103	Obp8a
CG15369	FBgn0030105	CG15369
CG12120	FBgn0086367	t
CG15370	FBgn0030107	CG15370
CG12124	FBgn0260789	mxc
CG17438	FBgn0030116	CR17438
CG15307	FBgn0263997	CG43740
CG1738	FBgn0030291	CG1738
CG32679	FBgn0052679	CG32679
CG15220	FBgn0266421	RPA3
CG15927	FBgn0030389	CG15927
CG2560	FBgn0030394	Cpr11A
CG15758	FBgn0086674	Tpst
CG32636	FBgn0052636	lncRNA:CR32636
CG11177	FBgn0030501	BthD
CG15760	FBgn0030508	CG15760
CG15729	FBgn0264542	hwt
CG15728	FBgn0030409	CG15728
CG32637	FBgn0085440	Lgr4
CG9101	FBgn0030622	CG9101
CG13402	FBgn0030538	betaNACtes1
CG14210	FBgn0031040	CG14210
CG7358	FBgn0030974	Flacc
CG4364	FBgn0032138	CG4364
